step,power_db,alpha_deg,beta_deg,gamma_deg
2.109000000000000000e+03,-9.167994246583890572e+01,1.428628861904144287e-01,8.839941978454589844e+00,2.480194568634033203e+00
2.110000000000000000e+03,-9.167993465709676570e+01,1.429450213909149170e-01,8.844094276428222656e+00,2.480816841125488281e+00
2.111000000000000000e+03,-9.167992720331054102e+01,1.430271267890930176e-01,8.848246574401855469e+00,2.481438875198364258e+00
2.112000000000000000e+03,-9.167992010447841267e+01,1.431092172861099243e-01,8.852397918701171875e+00,2.482060909271240234e+00
2.113000000000000000e+03,-9.167991407048022268e+01,1.431913077831268311e-01,8.856548309326171875e+00,2.482682704925537109e+00
2.114000000000000000e+03,-9.167990519696870422e+01,1.432733684778213501e-01,8.860696792602539062e+00,2.483304500579833984e+00
2.115000000000000000e+03,-9.167989774323302754e+01,1.433553993701934814e-01,8.864845275878906250e+00,2.483926057815551758e+00
2.116000000000000000e+03,-9.167989241914396814e+01,1.434374302625656128e-01,8.868993759155273438e+00,2.484547376632690430e+00
2.117000000000000000e+03,-9.167988319073836578e+01,1.435194462537765503e-01,8.873140335083007812e+00,2.485168695449829102e+00
2.118000000000000000e+03,-9.167987644691591242e+01,1.436014324426651001e-01,8.877285957336425781e+00,2.485789775848388672e+00
2.119000000000000000e+03,-9.167986899322957584e+01,1.436834186315536499e-01,8.881430625915527344e+00,2.486410617828369141e+00
2.120000000000000000e+03,-9.167986260436578050e+01,1.437653750181198120e-01,8.885575294494628906e+00,2.487031698226928711e+00
2.121000000000000000e+03,-9.167985373095942236e+01,1.438473165035247803e-01,8.889719009399414062e+00,2.487652301788330078e+00
2.122000000000000000e+03,-9.167984663224736153e+01,1.439292281866073608e-01,8.893860816955566406e+00,2.488272666931152344e+00
2.123000000000000000e+03,-9.167983917861221244e+01,1.440111398696899414e-01,8.898002624511718750e+00,2.488893270492553711e+00
2.124000000000000000e+03,-9.167983314472647294e+01,1.440930217504501343e-01,8.902143478393554688e+00,2.489513635635375977e+00
2.125000000000000000e+03,-9.167982533618086904e+01,1.441748887300491333e-01,8.906283378601074219e+00,2.490133523941040039e+00
2.126000000000000000e+03,-9.167981859244824250e+01,1.442567557096481323e-01,8.910422325134277344e+00,2.490753650665283203e+00
2.127000000000000000e+03,-9.167981149379365036e+01,1.443385928869247437e-01,8.914561271667480469e+00,2.491373538970947266e+00
2.128000000000000000e+03,-9.167980439515064006e+01,1.444204002618789673e-01,8.918698310852050781e+00,2.491993188858032227e+00
2.129000000000000000e+03,-9.167979658665673526e+01,1.445022076368331909e-01,8.922834396362304688e+00,2.492612838745117188e+00
2.130000000000000000e+03,-9.167978877817688499e+01,1.445840001106262207e-01,8.926970481872558594e+00,2.493232250213623047e+00
2.131000000000000000e+03,-9.167978132464101293e+01,1.446657627820968628e-01,8.931104660034179688e+00,2.493851423263549805e+00
2.132000000000000000e+03,-9.167977458097674059e+01,1.447475105524063110e-01,8.935237884521484375e+00,2.494470596313476562e+00
2.133000000000000000e+03,-9.167976748239408380e+01,1.448292434215545654e-01,8.939370155334472656e+00,2.495089530944824219e+00
2.134000000000000000e+03,-9.167975931903833953e+01,1.449109613895416260e-01,8.943501472473144531e+00,2.495708227157592773e+00
2.135000000000000000e+03,-9.167975328526354417e+01,1.449926644563674927e-01,8.947631835937500000e+00,2.496327161788940430e+00
2.136000000000000000e+03,-9.167974583178860826e+01,1.450743377208709717e-01,8.951761245727539062e+00,2.496945619583129883e+00
2.137000000000000000e+03,-9.167973873325293255e+01,1.451560109853744507e-01,8.955890655517578125e+00,2.497564077377319336e+00
2.138000000000000000e+03,-9.167973198965478332e+01,1.452376544475555420e-01,8.960018157958984375e+00,2.498182058334350586e+00
2.139000000000000000e+03,-9.167972382636577322e+01,1.453192830085754395e-01,8.964145660400390625e+00,2.498800277709960938e+00
2.140000000000000000e+03,-9.167971566309211084e+01,1.454008966684341431e-01,8.968272209167480469e+00,2.499418258666992188e+00
2.141000000000000000e+03,-9.167970962937795321e+01,1.454824954271316528e-01,8.972396850585937500e+00,2.500035762786865234e+00
2.142000000000000000e+03,-9.167970288582500871e+01,1.455640792846679688e-01,8.976521492004394531e+00,2.500653505325317383e+00
2.143000000000000000e+03,-9.167969507751362812e+01,1.456456333398818970e-01,8.980645179748535156e+00,2.501271009445190430e+00
2.144000000000000000e+03,-9.167968726921625944e+01,1.457271873950958252e-01,8.984768867492675781e+00,2.501888275146484375e+00
2.145000000000000000e+03,-9.167968123554155113e+01,1.458087116479873657e-01,8.988890647888183594e+00,2.502505540847778320e+00
2.146000000000000000e+03,-9.167967307234795271e+01,1.458902209997177124e-01,8.993011474609375000e+00,2.503122568130493164e+00
2.147000000000000000e+03,-9.167966597393119343e+01,1.459717154502868652e-01,8.997132301330566406e+00,2.503739595413208008e+00
2.148000000000000000e+03,-9.167965923044603471e+01,1.460531800985336304e-01,9.001251220703125000e+00,2.504356384277343750e+00
2.149000000000000000e+03,-9.167965213205191333e+01,1.461346447467803955e-01,9.005370140075683594e+00,2.504972934722900391e+00
2.150000000000000000e+03,-9.167964538858822721e+01,1.462160795927047729e-01,9.009488105773925781e+00,2.505589485168457031e+00
2.151000000000000000e+03,-9.167963758038021638e+01,1.462975144386291504e-01,9.013604164123535156e+00,2.506205797195434570e+00
2.152000000000000000e+03,-9.167963119185682785e+01,1.463789045810699463e-01,9.017720222473144531e+00,2.506822109222412109e+00
2.153000000000000000e+03,-9.167962267384025665e+01,1.464602947235107422e-01,9.021836280822753906e+00,2.507438182830810547e+00
2.154000000000000000e+03,-9.167961593042232948e+01,1.465416699647903442e-01,9.025950431823730469e+00,2.508054018020629883e+00
2.155000000000000000e+03,-9.167960989684672768e+01,1.466230154037475586e-01,9.030063629150390625e+00,2.508669853210449219e+00
2.156000000000000000e+03,-9.167960244361786692e+01,1.467043608427047729e-01,9.034175872802734375e+00,2.509285449981689453e+00
2.157000000000000000e+03,-9.167959463548706367e+01,1.467856764793395996e-01,9.038288116455078125e+00,2.509901046752929688e+00
2.158000000000000000e+03,-9.167958682737030074e+01,1.468669921159744263e-01,9.042399406433105469e+00,2.510516405105590820e+00
2.159000000000000000e+03,-9.167958079383512882e+01,1.469482630491256714e-01,9.046508789062500000e+00,2.511131525039672852e+00
2.160000000000000000e+03,-9.167957405048221631e+01,1.470295339822769165e-01,9.050618171691894531e+00,2.511746644973754883e+00
2.161000000000000000e+03,-9.167956517766540969e+01,1.471107900142669678e-01,9.054726600646972656e+00,2.512361526489257812e+00
2.162000000000000000e+03,-9.167955772451328755e+01,1.471920162439346313e-01,9.058834075927734375e+00,2.512976408004760742e+00
2.163000000000000000e+03,-9.167955240084103252e+01,1.472732424736022949e-01,9.062940597534179688e+00,2.513591051101684570e+00
2.164000000000000000e+03,-9.167954459280019819e+01,1.473544389009475708e-01,9.067046165466308594e+00,2.514205455780029297e+00
2.165000000000000000e+03,-9.167953749459343271e+01,1.474356204271316528e-01,9.071151733398437500e+00,2.514819860458374023e+00
2.166000000000000000e+03,-9.167953075130776597e+01,1.475167721509933472e-01,9.075255393981933594e+00,2.515434026718139648e+00
2.167000000000000000e+03,-9.167952436294152108e+01,1.475979238748550415e-01,9.079359054565429688e+00,2.516048192977905273e+00
2.168000000000000000e+03,-9.167951584513447472e+01,1.476790457963943481e-01,9.083460807800292969e+00,2.516662120819091797e+00
2.169000000000000000e+03,-9.167950945679015717e+01,1.477601528167724609e-01,9.087560653686523438e+00,2.517275810241699219e+00
2.170000000000000000e+03,-9.167950271354800407e+01,1.478412449359893799e-01,9.091660499572753906e+00,2.517889499664306641e+00
2.171000000000000000e+03,-9.167949561540970649e+01,1.479223370552062988e-01,9.095759391784667969e+00,2.518502950668334961e+00
2.172000000000000000e+03,-9.167948780747096293e+01,1.480033844709396362e-01,9.099858283996582031e+00,2.519116401672363281e+00
2.173000000000000000e+03,-9.167948106426244692e+01,1.480844318866729736e-01,9.103955268859863281e+00,2.519729614257812500e+00
2.174000000000000000e+03,-9.167947396615950595e+01,1.481654644012451172e-01,9.108051300048828125e+00,2.520342588424682617e+00
2.175000000000000000e+03,-9.167946615825968593e+01,1.482464671134948730e-01,9.112147331237792969e+00,2.520955562591552734e+00
2.176000000000000000e+03,-9.167946047979590674e+01,1.483274549245834351e-01,9.116241455078125000e+00,2.521568536758422852e+00
2.177000000000000000e+03,-9.167945267192033043e+01,1.484084278345108032e-01,9.120335578918457031e+00,2.522181034088134766e+00
2.178000000000000000e+03,-9.167944663857154808e+01,1.484893858432769775e-01,9.124428749084472656e+00,2.522793292999267578e+00
2.179000000000000000e+03,-9.167943812091694156e+01,1.485703140497207642e-01,9.128520965576171875e+00,2.523405790328979492e+00
2.180000000000000000e+03,-9.167943137778557627e+01,1.486512422561645508e-01,9.132612228393554688e+00,2.524018049240112305e+00
2.181000000000000000e+03,-9.167942463466465597e+01,1.487321555614471436e-01,9.136702537536621094e+00,2.524629831314086914e+00
2.182000000000000000e+03,-9.167941682685352589e+01,1.488130390644073486e-01,9.140791893005371094e+00,2.525241851806640625e+00
2.183000000000000000e+03,-9.167941043865485540e+01,1.488939076662063599e-01,9.144881248474121094e+00,2.525853633880615234e+00
2.184000000000000000e+03,-9.167940334066736341e+01,1.489747613668441772e-01,9.148968696594238281e+00,2.526465177536010742e+00
2.185000000000000000e+03,-9.167939624269146748e+01,1.490555852651596069e-01,9.153056144714355469e+00,2.527076482772827148e+00
2.186000000000000000e+03,-9.167938843493138279e+01,1.491363942623138428e-01,9.157141685485839844e+00,2.527687788009643555e+00
2.187000000000000000e+03,-9.167938169187713982e+01,1.492172032594680786e-01,9.161227226257324219e+00,2.528298854827880859e+00
2.188000000000000000e+03,-9.167937459393662891e+01,1.492979824542999268e-01,9.165311813354492188e+00,2.528910160064697266e+00
2.189000000000000000e+03,-9.167936820580008828e+01,1.493787467479705811e-01,9.169395446777343750e+00,2.529520988464355469e+00
2.190000000000000000e+03,-9.167936110788160420e+01,1.494594961404800415e-01,9.173478126525878906e+00,2.530131578445434570e+00
2.191000000000000000e+03,-9.167935471976490192e+01,1.495402306318283081e-01,9.177559852600097656e+00,2.530742168426513672e+00
2.192000000000000000e+03,-9.167934726697394865e+01,1.496209353208541870e-01,9.181640625000000000e+00,2.531352758407592773e+00
2.193000000000000000e+03,-9.167934016908969852e+01,1.497016400098800659e-01,9.185721397399902344e+00,2.531962871551513672e+00
2.194000000000000000e+03,-9.167933342611038938e+01,1.497823148965835571e-01,9.189800262451171875e+00,2.532573223114013672e+00
2.195000000000000000e+03,-9.167932703803441541e+01,1.498629748821258545e-01,9.193879127502441406e+00,2.533183097839355469e+00
2.196000000000000000e+03,-9.167931887550653869e+01,1.499436199665069580e-01,9.197956085205078125e+00,2.533792972564697266e+00
2.197000000000000000e+03,-9.167931177766868700e+01,1.500242501497268677e-01,9.202033042907714844e+00,2.534402847290039062e+00
2.198000000000000000e+03,-9.167930503473345993e+01,1.501048654317855835e-01,9.206109046936035156e+00,2.535012483596801758e+00
2.199000000000000000e+03,-9.167929829180872048e+01,1.501854509115219116e-01,9.210184097290039062e+00,2.535621881484985352e+00
2.200000000000000000e+03,-9.167929119400452009e+01,1.502660214900970459e-01,9.214258193969726562e+00,2.536231279373168945e+00
2.201000000000000000e+03,-9.167928480599064756e+01,1.503465771675109863e-01,9.218332290649414062e+00,2.536840438842773438e+00
2.202000000000000000e+03,-9.167927770820847400e+01,1.504271179437637329e-01,9.222404479980468750e+00,2.537449359893798828e+00
2.203000000000000000e+03,-9.167927061043791070e+01,1.505076438188552856e-01,9.226474761962890625e+00,2.538058280944824219e+00
2.204000000000000000e+03,-9.167926351267892926e+01,1.505881398916244507e-01,9.230545043945312500e+00,2.538666963577270508e+00
2.205000000000000000e+03,-9.167925712470577082e+01,1.506686359643936157e-01,9.234614372253417969e+00,2.539275407791137695e+00
2.206000000000000000e+03,-9.167924967208230669e+01,1.507491022348403931e-01,9.238682746887207031e+00,2.539884090423583984e+00
2.207000000000000000e+03,-9.167924186458571967e+01,1.508295536041259766e-01,9.242750167846679688e+00,2.540492296218872070e+00
2.208000000000000000e+03,-9.167923547664440775e+01,1.509099751710891724e-01,9.246816635131835938e+00,2.541100502014160156e+00
2.209000000000000000e+03,-9.167922908871248922e+01,1.509903967380523682e-01,9.250882148742675781e+00,2.541708469390869141e+00
2.210000000000000000e+03,-9.167922057148453518e+01,1.510708034038543701e-01,9.254946708679199219e+00,2.542316436767578125e+00
2.211000000000000000e+03,-9.167921453845819713e+01,1.511511802673339844e-01,9.259010314941406250e+00,2.542924165725708008e+00
2.212000000000000000e+03,-9.167920673102474893e+01,1.512315422296524048e-01,9.263073921203613281e+00,2.543531894683837891e+00
2.213000000000000000e+03,-9.167919998825263406e+01,1.513118892908096313e-01,9.267136573791503906e+00,2.544139146804809570e+00
2.214000000000000000e+03,-9.167919324549100679e+01,1.513922214508056641e-01,9.271197319030761719e+00,2.544746398925781250e+00
2.215000000000000000e+03,-9.167918650273981029e+01,1.514725387096405029e-01,9.275258064270019531e+00,2.545353651046752930e+00
2.216000000000000000e+03,-9.167917975999910141e+01,1.515528261661529541e-01,9.279317855834960938e+00,2.545960664749145508e+00
2.217000000000000000e+03,-9.167917124286789488e+01,1.516331136226654053e-01,9.283376693725585938e+00,2.546567678451538086e+00
2.218000000000000000e+03,-9.167916591966937290e+01,1.517133712768554688e-01,9.287434577941894531e+00,2.547174453735351562e+00
2.219000000000000000e+03,-9.167915882208150435e+01,1.517936140298843384e-01,9.291491508483886719e+00,2.547780990600585938e+00
2.220000000000000000e+03,-9.167915101474824269e+01,1.518738418817520142e-01,9.295548439025878906e+00,2.548387527465820312e+00
2.221000000000000000e+03,-9.167914391718471734e+01,1.519540548324584961e-01,9.299603462219238281e+00,2.548993825912475586e+00
2.222000000000000000e+03,-9.167913752938747507e+01,1.520342379808425903e-01,9.303657531738281250e+00,2.549599885940551758e+00
2.223000000000000000e+03,-9.167913114159961196e+01,1.521144211292266846e-01,9.307711601257324219e+00,2.550205945968627930e+00
2.224000000000000000e+03,-9.167912475382117066e+01,1.521945744752883911e-01,9.311764717102050781e+00,2.550811767578125000e+00
2.225000000000000000e+03,-9.167911836605212272e+01,1.522747129201889038e-01,9.315816879272460938e+00,2.551417350769042969e+00
2.226000000000000000e+03,-9.167911055879157800e+01,1.523548364639282227e-01,9.319868087768554688e+00,2.552022933959960938e+00
2.227000000000000000e+03,-9.167910310641960336e+01,1.524349451065063477e-01,9.323918342590332031e+00,2.552628278732299805e+00
2.228000000000000000e+03,-9.167909565406043271e+01,1.525150239467620850e-01,9.327967643737792969e+00,2.553233623504638672e+00
2.229000000000000000e+03,-9.167908962120760918e+01,1.525950878858566284e-01,9.332015991210937500e+00,2.553838729858398438e+00
2.230000000000000000e+03,-9.167908252374442668e+01,1.526751369237899780e-01,9.336063385009765625e+00,2.554443597793579102e+00
2.231000000000000000e+03,-9.167907649090983568e+01,1.527551710605621338e-01,9.340110778808593750e+00,2.555048465728759766e+00
2.232000000000000000e+03,-9.167906903859632450e+01,1.528351902961730957e-01,9.344157218933105469e+00,2.555653333663940430e+00
2.233000000000000000e+03,-9.167906300578047762e+01,1.529151946306228638e-01,9.348201751708984375e+00,2.556257724761962891e+00
2.234000000000000000e+03,-9.167905555349010172e+01,1.529951691627502441e-01,9.352246284484863281e+00,2.556862115859985352e+00
2.235000000000000000e+03,-9.167904810121254400e+01,1.530751436948776245e-01,9.356289863586425781e+00,2.557466506958007812e+00
2.236000000000000000e+03,-9.167904064894773342e+01,1.531550884246826172e-01,9.360331535339355469e+00,2.558070421218872070e+00
2.237000000000000000e+03,-9.167903390643347450e+01,1.532350182533264160e-01,9.364372253417968750e+00,2.558674573898315430e+00
